0,1,2
833.3556478969356,2136.3786259929952,24.253944062547756
725.4160257681954,2238.3746268709756,24.18186773362853
615.7151549979372,2232.044875953037,24.33152045543693
486.450163169152,2212.3905552899746,24.292200272890202
359.8548109796787,2174.309818657366,24.19903582669828
351.75797631051256,2097.0949018728015,24.358753776052488
326.1837814897514,1988.1612607633463,24.315817153011913
385.4566318078521,1937.8240150680704,24.60697034533932
474.7003182697981,1906.3241244876442,25.702315147565457
556.633563836974,1886.5056697444973,25.639072075180483
642.9130075342033,1876.3949739552932,25.551859105204056
735.1047061197505,1863.29562780307,26.280259370881293
816.0887650120649,1859.3991588974975,26.24626388620695
843.8129952528126,1885.527898876484,25.969140600405957
835.9416067636353,1963.0340981828372,25.597134564182703
861.0052832537406,2067.8797155198254,25.21983156257798
914.6008492231246,2119.943960529581,24.68856536599337
989.8200291322938,2104.942619801504,24.601682304356718
1045.5916617868506,2038.3448360646858,24.241508253025483
1043.383061222085,1958.7984647076707,24.139523641022034
