,0,1,2
0,391.3616274030999,1935.82232361522,24.484173191785054
1,481.73084291590226,1898.4783493447997,24.861706145010828
2,575.2919645758658,1882.7021789679095,25.663117003472014
3,659.9125398391556,1880.5356434998691,25.23786781598541
4,768.2001492696788,1880.1288718644173,25.588914953654854
5,885.0648536691774,1897.2628228712279,24.648995207620576
6,986.1322941702804,1940.2056648610785,24.33093898224346
7,1047.9617554842316,1997.9016995738893,24.27498419893915
8,1006.8953649714422,2104.35134583423,24.34770585767156
9,968.6891432186009,2188.2299781084257,24.502003962553673
10,870.7611442798909,2232.340572572468,25.689875094961874
11,779.5725337038601,2246.4871718758586,25.027894441581534
12,682.880268558398,2257.50738207793,24.885847096788407
13,591.8614390731808,2246.7995073794896,26.165110682462455
14,513.5808511569269,2230.914456006931,26.63515713841938
15,439.6376408419314,2211.7990925259983,26.72149732436798
16,366.53713140908496,2193.7514363556948,25.46350140289954
17,303.01968924756443,2143.269977110179,24.712863811971623
18,268.291365684406,2102.2142093489465,24.241343325619297
19,259.08280087202166,2049.641032923427,24.263009478320097
