,0,1,2
0,1009.1665893803332,2171.140847842146,27.56502412422332
1,958.8453025882561,2216.484267004752,29.851594258516517
2,874.0276399782525,2224.244908545028,28.173777067070727
3,789.5752419394978,2173.829527474896,25.954168370581865
4,721.9086698217146,2138.2287268320965,24.797123327392065
5,620.1128928062467,2141.2960888601597,24.93806851745718
6,512.6326255337046,2135.8753034671067,25.078617255021772
7,424.49750200576466,2144.3457482705803,25.83827615128133
8,371.50614791761086,2065.8300152240695,25.515779388117785
9,435.3307269605094,2032.8804176892386,26.76250439554387
10,460.9136463051218,2019.0186297169753,26.135893411834555
11,553.1708193961816,2034.6896132939628,25.225639781720766
12,625.5290980231736,2066.3014945042096,24.35109887932953
13,671.0971633513054,2042.4868438196233,24.352171340868964
14,730.728094433992,2027.9548409291044,24.607824021206135
15,799.1998509317945,1989.5565570519202,25.277139339782536
16,874.782995716252,1976.2003138505938,25.567239852591946
17,956.0834561255971,1974.2265930153208,24.593973836154273
18,1005.5287585328655,1995.5435107516782,24.462751327372427
19,1065.4073020000387,2029.3571900775748,24.30762796653124
