0,1,2
301.13884070939395,2117.9424916883986,25.91419190572464
410.8284368605567,2132.522669659623,25.34480619761639
527.2423816164902,2148.4134828635256,24.497388084343786
610.6647646649867,2093.9086327654577,24.306533354709554
659.9063551268315,2063.3902925523357,24.20101376733904
686.7391172995651,2063.1641677918974,24.21684670267447
716.0364946422612,2069.9085181253718,24.312018507839827
729.9588611026908,2110.071346054571,24.566870317636088
771.2342496880866,2154.6887497126895,25.24940181641652
866.7576558170782,2176.90582227468,27.007009321170962
939.471325730992,2186.360074536019,29.35201776876225
980.9248852577814,2110.2469863841598,27.0389500178484
971.9478994279456,2017.5091336643181,25.43637485461734
913.6545847105419,1961.4692289914376,25.270967179902705
850.1466465395438,1976.2453280485292,26.538829814702797
738.1436539337369,1982.7389941575673,25.876734736580993
586.0488840994034,1969.88570573772,26.30318468850552
504.2290383863849,1970.0165150108833,26.35075886048677
439.6644904610561,1958.109648145944,25.649750651030505
364.40556266094546,1980.7276559521183,24.949597839007485
